,Prey Population,Predator Popualtion,Food Count,Ratio
60,70.0,68.0,97.0,1.0294117647058822
61,68.0,68.0,97.0,1.0
62,68.0,68.0,99.0,1.0
63,67.0,68.0,100.0,0.9852941176470589
64,67.0,68.0,99.0,0.9852941176470589
65,65.0,68.0,100.0,0.9558823529411765
66,61.0,68.0,99.0,0.8970588235294118
67,60.0,68.0,98.0,0.8823529411764706
68,57.0,68.0,97.0,0.8382352941176471
69,58.0,68.0,100.0,0.8529411764705882
70,57.0,68.0,99.0,0.8382352941176471
71,55.0,68.0,99.0,0.8088235294117647
72,53.0,68.0,96.0,0.7794117647058824
73,53.0,68.0,98.0,0.7794117647058824
74,52.0,68.0,99.0,0.7647058823529411
75,53.0,68.0,100.0,0.7794117647058824
76,53.0,68.0,97.0,0.7794117647058824
77,48.0,68.0,99.0,0.7058823529411765
78,48.0,68.0,97.0,0.7058823529411765
79,44.0,68.0,98.0,0.6470588235294118
80,43.0,68.0,99.0,0.6323529411764706
81,43.0,68.0,99.0,0.6323529411764706
82,39.0,68.0,97.0,0.5735294117647058
83,37.0,68.0,96.0,0.5441176470588235
84,38.0,68.0,99.0,0.5588235294117647
85,37.0,69.0,99.0,0.5362318840579711
86,35.0,69.0,97.0,0.5072463768115942
87,35.0,69.0,98.0,0.5072463768115942
88,36.0,70.0,100.0,0.5142857142857142
89,35.0,71.0,96.0,0.49295774647887325
90,35.0,71.0,100.0,0.49295774647887325
91,33.0,71.0,99.0,0.4647887323943662
92,33.0,72.0,100.0,0.4583333333333333
93,33.0,72.0,98.0,0.4583333333333333
94,33.0,72.0,100.0,0.4583333333333333
95,32.0,72.0,100.0,0.4444444444444444
96,33.0,72.0,99.0,0.4583333333333333
97,33.0,72.0,100.0,0.4583333333333333
98,33.0,72.0,99.0,0.4583333333333333
99,33.0,73.0,98.0,0.4520547945205479
100,32.0,73.0,99.0,0.4383561643835616
101,31.0,73.0,99.0,0.4246575342465753
102,30.0,73.0,99.0,0.410958904109589
103,30.0,74.0,100.0,0.40540540540540543
104,31.0,74.0,100.0,0.4189189189189189
105,32.0,74.0,98.0,0.43243243243243246
106,32.0,74.0,100.0,0.43243243243243246
107,32.0,75.0,99.0,0.4266666666666667
108,33.0,76.0,100.0,0.4342105263157895
109,33.0,76.0,99.0,0.4342105263157895
110,32.0,76.0,99.0,0.42105263157894735
111,30.0,76.0,97.0,0.39473684210526316
112,29.0,76.0,99.0,0.3815789473684211
113,27.0,77.0,99.0,0.35064935064935066
114,27.0,77.0,98.0,0.35064935064935066
115,28.0,77.0,99.0,0.36363636363636365
116,28.0,77.0,100.0,0.36363636363636365
117,28.0,77.0,99.0,0.36363636363636365
118,28.0,77.0,100.0,0.36363636363636365
119,28.0,77.0,99.0,0.36363636363636365
120,28.0,77.0,100.0,0.36363636363636365
121,27.0,77.0,100.0,0.35064935064935066
122,28.0,77.0,100.0,0.36363636363636365
123,29.0,78.0,100.0,0.3717948717948718
124,30.0,78.0,100.0,0.38461538461538464
125,30.0,78.0,100.0,0.38461538461538464
126,28.0,78.0,100.0,0.358974358974359
127,26.0,79.0,99.0,0.3291139240506329
128,27.0,80.0,99.0,0.3375
129,28.0,80.0,97.0,0.35
130,27.0,80.0,98.0,0.3375
131,26.0,81.0,99.0,0.32098765432098764
132,27.0,81.0,99.0,0.3333333333333333
133,27.0,81.0,98.0,0.3333333333333333
134,27.0,81.0,100.0,0.3333333333333333
135,27.0,82.0,99.0,0.32926829268292684
136,26.0,82.0,100.0,0.3170731707317073
137,25.0,82.0,99.0,0.3048780487804878
138,26.0,82.0,100.0,0.3170731707317073
139,26.0,82.0,99.0,0.3170731707317073
140,26.0,82.0,98.0,0.3170731707317073
141,25.0,82.0,98.0,0.3048780487804878
142,26.0,82.0,100.0,0.3170731707317073
143,25.0,82.0,98.0,0.3048780487804878
144,25.0,82.0,98.0,0.3048780487804878
145,25.0,83.0,99.0,0.30120481927710846
146,25.0,83.0,100.0,0.30120481927710846
147,24.0,83.0,99.0,0.2891566265060241
148,23.0,83.0,100.0,0.27710843373493976
149,22.0,84.0,99.0,0.2619047619047619
150,23.0,84.0,99.0,0.27380952380952384
151,24.0,85.0,99.0,0.2823529411764706
152,25.0,86.0,99.0,0.29069767441860467
153,26.0,87.0,100.0,0.2988505747126437
154,25.0,87.0,98.0,0.28735632183908044
155,23.0,87.0,98.0,0.26436781609195403
156,23.0,87.0,99.0,0.26436781609195403
157,24.0,87.0,99.0,0.27586206896551724
158,23.0,87.0,99.0,0.26436781609195403
159,23.0,88.0,99.0,0.26136363636363635
160,23.0,89.0,100.0,0.25842696629213485
161,22.0,90.0,100.0,0.24444444444444444
162,23.0,90.0,99.0,0.25555555555555554
163,20.0,91.0,100.0,0.21978021978021978
164,20.0,92.0,98.0,0.21739130434782608
165,20.0,92.0,99.0,0.21739130434782608
166,20.0,93.0,99.0,0.21505376344086022
167,19.0,93.0,98.0,0.20430107526881722
168,20.0,94.0,100.0,0.2127659574468085
169,21.0,94.0,99.0,0.22340425531914893
170,22.0,94.0,100.0,0.23404255319148937
171,21.0,94.0,98.0,0.22340425531914893
172,18.0,94.0,100.0,0.19148936170212766
173,18.0,94.0,99.0,0.19148936170212766
174,18.0,94.0,99.0,0.19148936170212766
175,17.0,94.0,100.0,0.18085106382978725
176,16.0,94.0,99.0,0.1702127659574468
177,14.0,94.0,99.0,0.14893617021276595
178,15.0,94.0,96.0,0.1595744680851064
179,16.0,94.0,100.0,0.1702127659574468
180,15.0,95.0,100.0,0.15789473684210525
181,15.0,95.0,99.0,0.15789473684210525
182,15.0,95.0,100.0,0.15789473684210525
183,16.0,95.0,99.0,0.16842105263157894
184,17.0,96.0,99.0,0.17708333333333334
185,18.0,97.0,100.0,0.18556701030927836
186,18.0,97.0,99.0,0.18556701030927836
187,18.0,97.0,99.0,0.18556701030927836
188,18.0,98.0,99.0,0.1836734693877551
189,17.0,99.0,99.0,0.1717171717171717
190,17.0,100.0,100.0,0.17
191,17.0,101.0,99.0,0.16831683168316833
192,16.0,101.0,100.0,0.15841584158415842
193,16.0,101.0,100.0,0.15841584158415842
194,16.0,101.0,99.0,0.15841584158415842
195,16.0,101.0,99.0,0.15841584158415842
196,16.0,101.0,100.0,0.15841584158415842
197,15.0,102.0,99.0,0.14705882352941177
198,14.0,102.0,100.0,0.13725490196078433
199,15.0,102.0,99.0,0.14705882352941177
200,16.0,102.0,99.0,0.1568627450980392
201,16.0,103.0,100.0,0.1553398058252427
202,16.0,103.0,100.0,0.1553398058252427
203,16.0,102.0,100.0,0.1568627450980392
204,16.0,102.0,100.0,0.1568627450980392
205,16.0,103.0,98.0,0.1553398058252427
206,17.0,103.0,100.0,0.1650485436893204
207,15.0,104.0,100.0,0.14423076923076922
208,16.0,104.0,99.0,0.15384615384615385
209,14.0,104.0,100.0,0.1346153846153846
210,14.0,104.0,100.0,0.1346153846153846
211,13.0,102.0,97.0,0.12745098039215685
212,14.0,101.0,100.0,0.13861386138613863
213,14.0,101.0,99.0,0.13861386138613863
214,15.0,100.0,99.0,0.15
215,15.0,100.0,99.0,0.15
216,16.0,101.0,100.0,0.15841584158415842
217,16.0,102.0,99.0,0.1568627450980392
218,14.0,101.0,100.0,0.13861386138613863
219,15.0,101.0,100.0,0.1485148514851485
220,15.0,102.0,100.0,0.14705882352941177
221,15.0,100.0,100.0,0.15
222,16.0,101.0,100.0,0.15841584158415842
223,15.0,100.0,100.0,0.15
224,15.0,100.0,100.0,0.15
225,16.0,100.0,99.0,0.16
226,17.0,98.0,98.0,0.17346938775510204
227,18.0,98.0,100.0,0.1836734693877551
228,18.0,97.0,99.0,0.18556701030927836
229,18.0,94.0,100.0,0.19148936170212766
230,18.0,94.0,100.0,0.19148936170212766
231,18.0,92.0,99.0,0.1956521739130435
232,19.0,93.0,99.0,0.20430107526881722
233,19.0,92.0,99.0,0.20652173913043478
234,19.0,91.0,99.0,0.2087912087912088
235,20.0,90.0,99.0,0.2222222222222222
236,20.0,88.0,98.0,0.22727272727272727
237,21.0,87.0,100.0,0.2413793103448276
238,20.0,87.0,99.0,0.22988505747126436
239,19.0,87.0,100.0,0.21839080459770116
240,19.0,87.0,99.0,0.21839080459770116
241,19.0,86.0,99.0,0.22093023255813954
242,20.0,86.0,100.0,0.23255813953488372
243,20.0,84.0,98.0,0.23809523809523808
244,19.0,84.0,99.0,0.2261904761904762
245,18.0,83.0,100.0,0.21686746987951808
246,17.0,84.0,99.0,0.20238095238095238
247,17.0,84.0,100.0,0.20238095238095238
248,18.0,84.0,99.0,0.21428571428571427
249,17.0,84.0,98.0,0.20238095238095238
250,17.0,84.0,99.0,0.20238095238095238
251,18.0,81.0,100.0,0.2222222222222222
252,19.0,80.0,98.0,0.2375
253,20.0,79.0,99.0,0.25316455696202533
254,19.0,76.0,100.0,0.25
255,19.0,76.0,100.0,0.25
256,18.0,76.0,100.0,0.23684210526315788
257,17.0,76.0,100.0,0.2236842105263158
258,18.0,76.0,99.0,0.23684210526315788
259,17.0,74.0,99.0,0.22972972972972974
260,16.0,74.0,100.0,0.21621621621621623
261,15.0,72.0,100.0,0.20833333333333334
262,16.0,71.0,100.0,0.22535211267605634
263,16.0,70.0,100.0,0.22857142857142856
264,17.0,68.0,100.0,0.25
265,16.0,68.0,99.0,0.23529411764705882
266,17.0,68.0,98.0,0.25
267,18.0,68.0,100.0,0.2647058823529412
268,18.0,67.0,100.0,0.26865671641791045
269,18.0,67.0,100.0,0.26865671641791045
270,18.0,67.0,99.0,0.26865671641791045
271,19.0,68.0,100.0,0.27941176470588236
272,18.0,67.0,99.0,0.26865671641791045
273,18.0,67.0,100.0,0.26865671641791045
274,17.0,67.0,99.0,0.2537313432835821
275,18.0,67.0,100.0,0.26865671641791045
276,18.0,67.0,99.0,0.26865671641791045
277,18.0,66.0,100.0,0.2727272727272727
278,18.0,66.0,100.0,0.2727272727272727
279,18.0,66.0,100.0,0.2727272727272727
280,19.0,66.0,100.0,0.2878787878787879
281,19.0,66.0,99.0,0.2878787878787879
282,18.0,65.0,99.0,0.27692307692307694
283,19.0,64.0,100.0,0.296875
284,19.0,64.0,99.0,0.296875
285,19.0,64.0,100.0,0.296875
286,19.0,64.0,98.0,0.296875
287,20.0,64.0,100.0,0.3125
288,21.0,64.0,98.0,0.328125
289,21.0,64.0,100.0,0.328125
290,21.0,64.0,98.0,0.328125
291,22.0,64.0,98.0,0.34375
292,22.0,64.0,98.0,0.34375
293,22.0,64.0,100.0,0.34375
294,21.0,65.0,100.0,0.3230769230769231
295,21.0,66.0,99.0,0.3181818181818182
296,21.0,66.0,99.0,0.3181818181818182
297,20.0,66.0,100.0,0.30303030303030304
298,20.0,66.0,100.0,0.30303030303030304
299,21.0,66.0,99.0,0.3181818181818182
300,22.0,66.0,99.0,0.3333333333333333
301,23.0,65.0,100.0,0.35384615384615387
302,22.0,65.0,98.0,0.3384615384615385
303,23.0,64.0,99.0,0.359375
304,23.0,64.0,97.0,0.359375
305,22.0,64.0,100.0,0.34375
306,19.0,64.0,100.0,0.296875
307,19.0,63.0,100.0,0.30158730158730157
308,18.0,64.0,100.0,0.28125
309,18.0,65.0,97.0,0.27692307692307694
310,19.0,66.0,100.0,0.2878787878787879
311,20.0,65.0,99.0,0.3076923076923077
312,20.0,66.0,98.0,0.30303030303030304
313,19.0,66.0,98.0,0.2878787878787879
314,20.0,66.0,98.0,0.30303030303030304
315,20.0,66.0,98.0,0.30303030303030304
316,20.0,67.0,98.0,0.29850746268656714
317,19.0,67.0,99.0,0.2835820895522388
318,20.0,67.0,99.0,0.29850746268656714
319,20.0,67.0,99.0,0.29850746268656714
320,20.0,68.0,100.0,0.29411764705882354
321,21.0,69.0,100.0,0.30434782608695654
322,22.0,69.0,95.0,0.3188405797101449
323,23.0,69.0,99.0,0.3333333333333333
324,23.0,69.0,96.0,0.3333333333333333
325,23.0,68.0,100.0,0.3382352941176471
326,21.0,67.0,98.0,0.31343283582089554
327,22.0,67.0,97.0,0.3283582089552239
328,21.0,68.0,99.0,0.3088235294117647
329,22.0,68.0,99.0,0.3235294117647059
330,22.0,69.0,100.0,0.3188405797101449
331,20.0,69.0,100.0,0.2898550724637681
332,20.0,69.0,100.0,0.2898550724637681
333,21.0,66.0,100.0,0.3181818181818182
334,20.0,67.0,99.0,0.29850746268656714
335,20.0,67.0,100.0,0.29850746268656714
336,21.0,67.0,100.0,0.31343283582089554
337,21.0,67.0,100.0,0.31343283582089554
338,20.0,67.0,99.0,0.29850746268656714
339,20.0,68.0,100.0,0.29411764705882354
340,18.0,69.0,100.0,0.2608695652173913
341,16.0,69.0,99.0,0.2318840579710145
342,16.0,69.0,100.0,0.2318840579710145
343,13.0,67.0,100.0,0.19402985074626866
344,13.0,67.0,99.0,0.19402985074626866
345,14.0,66.0,100.0,0.21212121212121213
346,14.0,67.0,99.0,0.208955223880597
347,14.0,67.0,99.0,0.208955223880597
348,14.0,67.0,100.0,0.208955223880597
349,12.0,67.0,99.0,0.1791044776119403
350,11.0,67.0,99.0,0.16417910447761194
351,10.0,65.0,100.0,0.15384615384615385
352,9.0,65.0,99.0,0.13846153846153847
353,9.0,65.0,99.0,0.13846153846153847
354,9.0,65.0,100.0,0.13846153846153847
355,9.0,64.0,100.0,0.140625
356,8.0,64.0,100.0,0.125
357,8.0,64.0,100.0,0.125
358,9.0,63.0,99.0,0.14285714285714285
359,9.0,63.0,100.0,0.14285714285714285
360,8.0,63.0,99.0,0.12698412698412698
361,9.0,61.0,100.0,0.14754098360655737
362,10.0,61.0,100.0,0.16393442622950818
363,10.0,61.0,98.0,0.16393442622950818
364,10.0,60.0,100.0,0.16666666666666666
365,10.0,61.0,100.0,0.16393442622950818
366,11.0,62.0,100.0,0.1774193548387097
367,11.0,61.0,100.0,0.18032786885245902
368,11.0,60.0,99.0,0.18333333333333332
369,11.0,61.0,99.0,0.18032786885245902
370,11.0,61.0,98.0,0.18032786885245902
371,11.0,61.0,99.0,0.18032786885245902
372,10.0,61.0,99.0,0.16393442622950818
373,10.0,60.0,100.0,0.16666666666666666
374,10.0,60.0,100.0,0.16666666666666666
375,11.0,60.0,99.0,0.18333333333333332
376,11.0,60.0,100.0,0.18333333333333332
377,11.0,61.0,99.0,0.18032786885245902
378,11.0,61.0,100.0,0.18032786885245902
379,10.0,61.0,99.0,0.16393442622950818
380,10.0,61.0,100.0,0.16393442622950818
381,10.0,60.0,100.0,0.16666666666666666
382,9.0,60.0,100.0,0.15
383,8.0,60.0,100.0,0.13333333333333333
384,8.0,60.0,99.0,0.13333333333333333
385,6.0,60.0,100.0,0.1
386,6.0,60.0,100.0,0.1
387,6.0,59.0,99.0,0.1016949152542373
388,6.0,60.0,99.0,0.1
389,6.0,60.0,100.0,0.1
390,5.0,60.0,99.0,0.08333333333333333
391,6.0,59.0,98.0,0.1016949152542373
392,7.0,60.0,98.0,0.11666666666666667
393,7.0,60.0,99.0,0.11666666666666667
394,8.0,59.0,98.0,0.13559322033898305
395,8.0,59.0,100.0,0.13559322033898305
396,8.0,59.0,99.0,0.13559322033898305
397,8.0,58.0,100.0,0.13793103448275862
398,9.0,58.0,100.0,0.15517241379310345
399,9.0,58.0,98.0,0.15517241379310345
400,10.0,58.0,98.0,0.1724137931034483
401,10.0,57.0,99.0,0.17543859649122806
402,11.0,57.0,99.0,0.19298245614035087
403,11.0,57.0,99.0,0.19298245614035087
404,10.0,57.0,99.0,0.17543859649122806
405,10.0,56.0,99.0,0.17857142857142858
406,10.0,55.0,98.0,0.18181818181818182
407,9.0,55.0,100.0,0.16363636363636364
408,9.0,54.0,100.0,0.16666666666666666
409,9.0,54.0,99.0,0.16666666666666666
410,9.0,54.0,100.0,0.16666666666666666
411,9.0,54.0,99.0,0.16666666666666666
412,10.0,54.0,99.0,0.18518518518518517
413,11.0,54.0,100.0,0.2037037037037037
414,11.0,53.0,99.0,0.20754716981132076
415,12.0,53.0,98.0,0.22641509433962265
416,12.0,52.0,100.0,0.23076923076923078
417,13.0,50.0,99.0,0.26
418,13.0,50.0,100.0,0.26
419,13.0,49.0,100.0,0.2653061224489796
420,13.0,47.0,99.0,0.2765957446808511
421,13.0,47.0,99.0,0.2765957446808511
422,13.0,46.0,99.0,0.2826086956521739
423,12.0,46.0,100.0,0.2608695652173913
424,13.0,46.0,99.0,0.2826086956521739
425,13.0,47.0,98.0,0.2765957446808511
426,13.0,47.0,99.0,0.2765957446808511
427,13.0,46.0,99.0,0.2826086956521739
428,13.0,46.0,100.0,0.2826086956521739
429,12.0,46.0,100.0,0.2608695652173913
430,13.0,47.0,99.0,0.2765957446808511
431,12.0,47.0,98.0,0.2553191489361702
432,13.0,46.0,100.0,0.2826086956521739
433,14.0,47.0,100.0,0.2978723404255319
434,13.0,47.0,100.0,0.2765957446808511
435,14.0,46.0,99.0,0.30434782608695654
436,14.0,46.0,99.0,0.30434782608695654
437,12.0,46.0,99.0,0.2608695652173913
438,12.0,47.0,99.0,0.2553191489361702
439,13.0,46.0,99.0,0.2826086956521739
440,14.0,46.0,99.0,0.30434782608695654
441,15.0,47.0,98.0,0.3191489361702128
442,15.0,47.0,100.0,0.3191489361702128
443,14.0,46.0,98.0,0.30434782608695654
444,14.0,46.0,99.0,0.30434782608695654
445,15.0,46.0,99.0,0.32608695652173914
446,15.0,46.0,97.0,0.32608695652173914
447,15.0,46.0,99.0,0.32608695652173914
448,16.0,46.0,100.0,0.34782608695652173
449,17.0,46.0,99.0,0.3695652173913043
450,17.0,46.0,98.0,0.3695652173913043
451,17.0,46.0,99.0,0.3695652173913043
452,16.0,45.0,100.0,0.35555555555555557
453,16.0,45.0,99.0,0.35555555555555557
454,15.0,45.0,100.0,0.3333333333333333
455,15.0,45.0,99.0,0.3333333333333333
456,16.0,44.0,100.0,0.36363636363636365
457,17.0,45.0,100.0,0.37777777777777777
458,17.0,45.0,100.0,0.37777777777777777
459,17.0,45.0,99.0,0.37777777777777777
460,17.0,45.0,100.0,0.37777777777777777
461,17.0,45.0,98.0,0.37777777777777777
462,15.0,45.0,100.0,0.3333333333333333
463,16.0,45.0,99.0,0.35555555555555557
464,16.0,45.0,100.0,0.35555555555555557
465,17.0,45.0,98.0,0.37777777777777777
466,15.0,45.0,100.0,0.3333333333333333
467,14.0,45.0,99.0,0.3111111111111111
468,14.0,45.0,100.0,0.3111111111111111
469,15.0,44.0,100.0,0.3409090909090909
470,16.0,44.0,100.0,0.36363636363636365
471,17.0,45.0,99.0,0.37777777777777777
472,17.0,46.0,98.0,0.3695652173913043
473,17.0,46.0,98.0,0.3695652173913043
474,18.0,45.0,99.0,0.4
475,17.0,45.0,95.0,0.37777777777777777
476,17.0,45.0,100.0,0.37777777777777777
477,17.0,46.0,99.0,0.3695652173913043
478,18.0,47.0,100.0,0.3829787234042553
479,19.0,47.0,100.0,0.40425531914893614
480,19.0,47.0,98.0,0.40425531914893614
481,17.0,48.0,100.0,0.3541666666666667
482,17.0,48.0,99.0,0.3541666666666667
483,18.0,48.0,98.0,0.375
484,18.0,47.0,100.0,0.3829787234042553
485,19.0,47.0,99.0,0.40425531914893614
486,18.0,47.0,100.0,0.3829787234042553
487,19.0,47.0,97.0,0.40425531914893614
488,20.0,47.0,99.0,0.425531914893617
489,21.0,47.0,99.0,0.44680851063829785
490,20.0,47.0,99.0,0.425531914893617
491,21.0,48.0,98.0,0.4375
492,20.0,47.0,99.0,0.425531914893617
493,21.0,47.0,99.0,0.44680851063829785
494,22.0,47.0,97.0,0.46808510638297873
495,23.0,47.0,100.0,0.48936170212765956
496,23.0,47.0,99.0,0.48936170212765956
497,22.0,47.0,97.0,0.46808510638297873
498,22.0,47.0,96.0,0.46808510638297873
499,23.0,47.0,99.0,0.48936170212765956
500,22.0,48.0,98.0,0.4583333333333333
501,22.0,48.0,100.0,0.4583333333333333
502,23.0,48.0,97.0,0.4791666666666667
503,24.0,48.0,100.0,0.5
504,23.0,47.0,99.0,0.48936170212765956
505,22.0,48.0,99.0,0.4583333333333333
506,23.0,48.0,98.0,0.4791666666666667
507,23.0,48.0,100.0,0.4791666666666667
508,24.0,48.0,99.0,0.5
509,25.0,47.0,99.0,0.5319148936170213
510,25.0,47.0,98.0,0.5319148936170213
511,24.0,47.0,98.0,0.5106382978723404
512,23.0,47.0,98.0,0.48936170212765956
513,22.0,47.0,98.0,0.46808510638297873
514,22.0,47.0,100.0,0.46808510638297873
515,22.0,47.0,99.0,0.46808510638297873
516,22.0,47.0,96.0,0.46808510638297873
517,21.0,48.0,100.0,0.4375
518,20.0,46.0,98.0,0.43478260869565216
519,18.0,47.0,99.0,0.3829787234042553
520,18.0,47.0,100.0,0.3829787234042553
521,18.0,47.0,99.0,0.3829787234042553
522,18.0,47.0,100.0,0.3829787234042553
523,18.0,47.0,100.0,0.3829787234042553
524,17.0,48.0,100.0,0.3541666666666667
525,18.0,48.0,100.0,0.375
526,18.0,48.0,99.0,0.375
527,18.0,47.0,100.0,0.3829787234042553
528,18.0,47.0,99.0,0.3829787234042553
529,19.0,48.0,98.0,0.3958333333333333
530,18.0,48.0,99.0,0.375
531,18.0,47.0,100.0,0.3829787234042553
532,19.0,48.0,99.0,0.3958333333333333
533,19.0,48.0,99.0,0.3958333333333333
534,18.0,48.0,100.0,0.375
535,17.0,49.0,99.0,0.3469387755102041
536,17.0,48.0,99.0,0.3541666666666667
537,17.0,48.0,100.0,0.3541666666666667
538,17.0,47.0,98.0,0.3617021276595745
539,17.0,47.0,100.0,0.3617021276595745
540,17.0,48.0,100.0,0.3541666666666667
541,17.0,48.0,100.0,0.3541666666666667
542,18.0,47.0,100.0,0.3829787234042553
543,16.0,47.0,99.0,0.3404255319148936
544,17.0,46.0,97.0,0.3695652173913043
545,18.0,46.0,100.0,0.391304347826087
546,17.0,45.0,99.0,0.37777777777777777
547,17.0,45.0,100.0,0.37777777777777777
548,17.0,45.0,100.0,0.37777777777777777
549,16.0,45.0,99.0,0.35555555555555557
550,16.0,45.0,99.0,0.35555555555555557
551,16.0,46.0,99.0,0.34782608695652173
552,16.0,46.0,99.0,0.34782608695652173
553,17.0,46.0,96.0,0.3695652173913043
554,18.0,45.0,98.0,0.4
555,18.0,46.0,100.0,0.391304347826087
556,16.0,47.0,98.0,0.3404255319148936
557,16.0,47.0,99.0,0.3404255319148936
558,16.0,47.0,99.0,0.3404255319148936
559,15.0,46.0,99.0,0.32608695652173914
560,16.0,46.0,99.0,0.34782608695652173
561,15.0,46.0,100.0,0.32608695652173914
562,15.0,46.0,99.0,0.32608695652173914
563,15.0,46.0,100.0,0.32608695652173914
564,15.0,46.0,100.0,0.32608695652173914
565,16.0,47.0,99.0,0.3404255319148936
566,17.0,46.0,99.0,0.3695652173913043
567,16.0,46.0,98.0,0.34782608695652173
568,16.0,46.0,99.0,0.34782608695652173
569,17.0,46.0,100.0,0.3695652173913043
570,18.0,45.0,98.0,0.4
571,18.0,45.0,98.0,0.4
572,16.0,46.0,97.0,0.34782608695652173
573,15.0,46.0,100.0,0.32608695652173914
574,14.0,45.0,97.0,0.3111111111111111
575,15.0,45.0,100.0,0.3333333333333333
576,14.0,45.0,98.0,0.3111111111111111
577,13.0,45.0,100.0,0.28888888888888886
578,11.0,45.0,99.0,0.24444444444444444
579,10.0,44.0,100.0,0.22727272727272727
580,9.0,43.0,100.0,0.20930232558139536
581,9.0,43.0,100.0,0.20930232558139536
582,10.0,43.0,100.0,0.23255813953488372
583,10.0,43.0,99.0,0.23255813953488372
584,11.0,43.0,100.0,0.2558139534883721
585,12.0,43.0,99.0,0.27906976744186046
586,13.0,42.0,100.0,0.30952380952380953
587,14.0,42.0,100.0,0.3333333333333333
588,13.0,43.0,98.0,0.3023255813953488
589,13.0,44.0,100.0,0.29545454545454547
590,13.0,44.0,100.0,0.29545454545454547
591,14.0,43.0,100.0,0.32558139534883723
592,14.0,43.0,99.0,0.32558139534883723
593,13.0,43.0,100.0,0.3023255813953488
594,13.0,43.0,100.0,0.3023255813953488
595,14.0,42.0,100.0,0.3333333333333333
596,15.0,42.0,99.0,0.35714285714285715
597,15.0,42.0,98.0,0.35714285714285715
598,15.0,43.0,99.0,0.3488372093023256
599,15.0,43.0,99.0,0.3488372093023256
600,16.0,43.0,100.0,0.37209302325581395
601,17.0,44.0,100.0,0.38636363636363635
602,17.0,43.0,97.0,0.3953488372093023
603,17.0,44.0,100.0,0.38636363636363635
604,17.0,43.0,99.0,0.3953488372093023
605,17.0,43.0,100.0,0.3953488372093023
606,18.0,43.0,100.0,0.4186046511627907
607,19.0,43.0,100.0,0.4418604651162791
608,20.0,43.0,100.0,0.46511627906976744
609,20.0,43.0,100.0,0.46511627906976744
610,17.0,43.0,100.0,0.3953488372093023
611,17.0,43.0,100.0,0.3953488372093023
612,17.0,42.0,98.0,0.40476190476190477
613,17.0,42.0,100.0,0.40476190476190477
614,18.0,42.0,97.0,0.42857142857142855
615,18.0,43.0,99.0,0.4186046511627907
616,18.0,44.0,98.0,0.4090909090909091
617,18.0,45.0,100.0,0.4
618,18.0,46.0,98.0,0.391304347826087
619,17.0,46.0,98.0,0.3695652173913043
620,15.0,46.0,99.0,0.32608695652173914
